emotion,content
happiness,@DaveJMatthews concert tonight at fenwayyy! hopefully the rain stops
happiness,Such a beautiful day. I just wish I had the energy to enjoy it.
happiness,"shopping with @curlysue69x tonight, cant wait!  Lucky bastard @jayrunway has already finished work  im stuck here forever!"
happiness,getting cds ready for tour
happiness,"So I cannot find my poetry book. It wasn't at my dad's and I'm about to tear up my room looking for it. It I don't, I'm gonna be sad"
happiness,"@BD_illustrated Me Too! Its hard to argue w/ him 'cause he makes some great points, i just can't wrap my heart around that one"
happiness,Chatted with my old schoolmates. Awww  I miss my Highschool.
happiness,WALES HERE I AM! 1st 2 weeks away in wales. but idk if the guys at school really like me...
happiness,"@WerewolfSeth well, i must say she is very lucky to have you! i guess that means no chillin and concert with me huh"
happiness,@goodlaura  *waves to make it all OK again*
happiness,..exams.  haha just remembrd the china buffet king yesterday. vair amusing ....
happiness,Managed to find a bottle of Pimm's! If only we had the weather to go with it
happiness,"@garageglamorous I agree, 'Paparazzi' waz an amazing vid, I luved it, but felt bad cuz it waz leaked &amp; I watched it"
happiness,Whoop! I got a prom date today! Who knew? Ha-ha! But I can't tell you who.
happiness,@conorp YES!!! one final party  better make it a good one !! how much mpre stuff you got to go?
happiness,tired and all i want to do is play random songs on my gitwar but i have to do my drama essay.
happiness,@darrynstorm hey hey..i'm only finishing on the 10th of june
happiness,I finished @Melzer 's Zombie Chronicles a few days ago. It was bittersweet. Now I need something new for the gym
happiness,"@joycecherrier Awww. Don't mean to sound like an overgrown age 37 baby, but I'm still stick. Not as bad as yesterday, but still bad."
happiness,in park slope brooklyn working the bust photoshoot. this is so exciting! &amp;no more fever! but my tonsils are the size of golfballs
happiness,@jami_hirsch: Thanks for the follow! Wish I were out of my 9-5!   plan to open a shoppe in TC when the economy turns.
happiness,TGIF!! Its a GORGEOUS day in Reno today. And I'm stuck inside.
happiness,@emILLyschwindt thanks lady.... bummer for sure.
happiness,"is in class, trying to listen but I really like twitter, facebook, .&amp; myspace  oh yeaaah .&amp; I'm hungry!"
happiness,"Wicked, my DVB-S tuner card has arrived. Although not sure I'll be able to get it all set up ready for the FA Cup final tomorrow"
happiness,"Up and at em... got a big To Do List for today, and hubby has to work   But then weekend is going to be just us... I think!"
happiness,@katiesol It re-entered my brain orbit thanks to me watching Ryan Reynolds mugging away in &quot;Just Friends&quot; recently
happiness,"Just got in a nasty argument with someone I normally like very much.  She doesn't forgive well, either"
happiness,@dreamobscene I know how you feel  Have a lovely relaxing weekend!
happiness,"@LizzieCoulter oh dear. (I'm sorry, but i laughed  )"
happiness,@aidadoll he thinks he's a gangsterrr  his ass don't even fit in G Unit. &amp; I know :| )))))
happiness,This is my anthem right now.... don't leave me high and dry.  ? http://blip.fm/~79fcr
happiness,@_Enigma__ OMG daon't tell me you have watched twilight enuff to know that !!
happiness,Woot. just had my interview! went awsome! I didn't get to talk with Mr. Johnny thought...  oh well I still did really good!
happiness,Finally on my way home
happiness,"crap. have to break my &quot;no work in weekend&quot; rule  so much overloaded with work. aargh, hate it!"
happiness,I get to drive my dad to the airport so he can fly to Vegas for the WSOP... I wanna go to Vegas...
happiness,just about to say goodbye to @karenbrady and @agneslikaite two of the best interns that Elevate have ever had
happiness,@tiyephoenix I have to DJ 2 gigs on 6/20. no bk hh fest for me  so please keep me posted on live dates
happiness,looks like another sober weekend ahead...
happiness,@DJClicheDarknes I haven't had a good homemade flour tortilla in ages.
happiness,"Ok, I'm going outside...wish i was playing basketball  oh well..."
happiness,@Sak_Pase I guess u ain like me den.. My hair cut short..  lol
happiness,@Spitphyre well good luck with #twpp in an hours time i think i will be on my way home  have fun!
happiness,"[stapler haiku] Whar a Night! Woo Hoo! Yeah! / A beautiful night to party! / Oops, I'm a stapler..."
happiness,i'm under 100 followers again  gosh darn. good mood atm. might have a bbq later. heat waaaave &lt;3
happiness,Straighening my hair and its not going as straight as i want it to be what a  bummerrr for me
happiness,@josemarques I don't feel like having to reboot  If only OSX supported Hibernate &amp; Reboot in Bootcamp... -.-
happiness,found six great vegan places to eat and relax at; four of which I can't get to without a car
happiness,In the university with hungry!!
happiness,"@lauradawg LOL she is okay, its just he songs are so catchy they get stuck in my head"
happiness,Back in Manchester. Whats with the weather? Sweaty
happiness,"@KimberlySMoore It's good they're realistic, but I still don't like thinking about it!!!"
happiness,Finally left the house! It's gloomy outside.
happiness,"Loving the sun today, even thought I should be revising. Not a good day though, been at Kates all afty, shit day for her bless her  x"
happiness,via @cornellfinch: Found #geocache Head's Up! http://coord.info/gc1ret6. Probably my only find of the day.  http://bit.ly/JS3S4
happiness,@patsytravers http://twitpic.com/66sbz - thats actually adorable! ooh how i miss dude
happiness,@ddlovato miss chatting with you
happiness,Nt able to follow anyone  friendorfollow.com here i come!!! #itsucks
happiness,"Ohhhh man  My mom got a bag of these caramel candy things, they're soooo good. I'm going to get so fat off of them ;__;"
happiness,Hallooo bayern!hallooo stau!
happiness,@ShannonGrissom @grannypig #followfriday thank you!  I'm still not even close to what I had as @GottaLaff
happiness,@socallove yeah  it will get better though  i know it!
happiness,I'm packed up &amp; leaving my Canterbury office &amp; my fab QA&amp;V colleagues for the last time   A great bunch of people. I will miss you xx
happiness,My Degree  [Tear] happy moment!  http://mypict.me/1ZpF
happiness,Have a happy Friday and weekend everyone .. TGIF for me is nothing
happiness,"@mariamariamaria i'm sorry you aren't feeling too good, mama  I'm heading up today @ 4, i'll be calling you .."
happiness,@AnnaSaccone Seeing my friends and doing coursework  I have the weekend off work so I am happy!
happiness,"@alliemunchkin :3, Youtube loves my HD videos  well maybe."
happiness,Licking chocolate crumbs off a Twirl wrapper like Zammo on smack
happiness,finally got out of a 12 km traffic jam. we'll probably not be able to make it in time for a few laps tonight
happiness,@nicolahunt nice way 2 end the week...
happiness,"Thanks everyone. Unfortunately nothing can be done. The sales speak for themselves, and if that doesn't convince Diamond, nothing will."
happiness,@lanceseabourn I know  but this sub is sooooo good
happiness,Whistling while you work = LAME! lol
happiness,@KirstynSmith I spent 3 hours sitting out in the sun - picnic lunch + ice cream = win. We should have had a BBQ today
happiness,want food too
happiness,@indiepixie omg a roach was in my room for the first time ever in this apartment today. I hope I don't have Patricia luck next
happiness,well im gonna go shower now. gotta get rdy 4 movies in a couple hours!   byeee   ~~  Esther &lt;3    p.s.s i miss u katherine
happiness,"Oh great, Radio Disney doesn't crash with the latest webkit, so my kid can run it again. HEY WAIT."
happiness,Heading to Beaumont
happiness,@kelseyrose56 I WISH YOU WERE GOING TOO!  are you still coming to nicoles preprom? @nicolesx319 Can't wait for preprom!!!!
happiness,@KrystalNichole Pretty good!!! I think I overdid the gym yesterday... other than that just working
happiness,"also, Lipton's Sparkling Green Tea is gross"
happiness,"@MissShell20 eeeeep so jealous ;) I'm at work  um, how can u receive Viva? Do they broadcast it online? :plz:"
happiness,@OakMonster I hear ya.
happiness,@raczilla nice beta for easports still no news on the online for madden
happiness,Just recollecting my jog this a.m. - almost perfect except unkown type hanging out by my vehicle.  Too much mental noise- only 6 mile jog
happiness,"@christa42 you mean the post concert blues ;) *lol*  Well, I soooo know what you mean ..."
happiness,LIVE NOW  LIVE! )  DJ JAYEM B2B E.S.R  Click : http://www.krisisdnb.com/listen.asx
happiness,Just found out my baby cousin is gonna be a dad!!!! At least he's married already. Everybody is getting married and having kids before me
happiness,had a great time at six flags yesterday.. its summer   my friend spent the night last night and just left so now i'm bored..
happiness,Nobody ever @mandagh' s   makes me sad
happiness,i really wanna play....
happiness,"Oh noesss seniors last day  However, tickling will till he was on the floor giggling made it totally worth it. Plus, a senior sandwhich!"
happiness,"@markfriend I asked mum bout going out tommorow, she laughed in my face lmao"
happiness,"I'm in a pub garden,  its boiling,  hannah no likey,"
happiness,http://twitpic.com/66uq4 - hotttt weather! getting blackk before it starts to rain again
happiness,New baby doing well.  I will be attempting to do some more &quot;painting&quot; this weekend.
happiness,"@tenuousness: aoh is one of the best bands. they played my frosh, i was stoked. i have to work tonight, or else i'd totally be there!"
happiness,to all members of CF! check your facebook in computer immediately. a sweet video from Gulardi is waiting for you all. made me teary
happiness,@isuhin O dear. so you're going to be fucking that kiddoe and I'm going to sit there doing..  nothing! awesome  WHERES THE SHOPPING?!&lt;3
happiness,"@evanlyoko Yay! At least I'll get to see you next year! I'm sad, too."
happiness,"Just got done working with Nate today...got another 100%! Yippee!! He's going on vacation next week, so I have to brave Calc on my own."
happiness,FRIDAY!! I gotta work tommorow tho
happiness,@luvinmycurves womp womp woooomp!
happiness,"Played  Friendly Gm today(Bulgaria). Def. is on pt., offensively, still working on timing.  Israel on Sun. Gotta cut 2 more players."
happiness,@gdrage LOL that'll teach me to blindly trust amazon search results without reading!
happiness,Excited to see the girls today; @takinakab its boring at work without you
happiness,@millionsbyname Jared's wearing a green shirt? *SPARKLY EYES* YEE!! I hear #asylm is highly disorganized  hang in there!
happiness,@skybluetom4 Ha Ha thanks Tom! I'm such a loser! Hopefully going on the 22nd June till 3rd July...what date u goin? u missing helen?  x
happiness,"@ArnaudJacobs haha yeah this is improving my nite big time!!  i have to make a skype call soon tho, so will have to tear myself away.."
